Year Quarter.no SMS.area Predator.no Size.model Predator.length.class Predator.length Predator.length.mean Predator.weight Predator.size Predator.available.food Diri.p Diri.sum.p Diri.like Prey.no  Prey.length.class Prey.length.mean Prey.weight Prey.size N.haul N.samples stomcon  stomcon.hat Residual L.N.bar Prey.avail Prey.avail.part Suit Stom.var obj.contrib stom.input stom.used.all stom.used.like stom.used.avail stom.used.prey 
1981 4 1 5 0 15 500 500 5 5 1.1896e+007 1.989 49 -18.8114 19 9 112 0.01143 0.0113002 50 50 0 0 0 9.13768e+006 0 449158 4.34987 0 0 0.0112499 1 0 1 1
1981 4 1 5 0 15 500 500 5 5 1.1896e+007 0.423777 49 -18.8114 21 10 166 0.04492 0.0437864 50 50 0.00703863 0.00864851 -0.00160988 5.19651e+006 102883 25940.1 0.114004 0.000171474 0 0.00186608 1 1 1 1
1981 4 1 5 0 15 500 500 5 5 1.1896e+007 0.423777 49 -18.8114 21 11 218 0.10272 0.101644 50 50 0 0 0 3.78722e+006 0 43885.9 0.114004 0 0 0.00381042 1 0 1 1
1981 4 1 5 0 15 500 500 5 5 1.1896e+007 0.423777 49 -18.8114 21 12 258 0.17166 0.171075 50 50 0 0 0 1.69493e+006 0 33056.8 0.114004 0 0 0.00136213 1 0 1 1
1981 4 1 5 0 15 500 500 5 5 1.1896e+007 1.95039 49 -18.8114 23 8 86 0.00668 0.00658487 50 50 0.0116734 0.0398039 -0.0281305 5.1815e+007 473508 157687 0.46216 0.000764391 0 0.00394711 1 1 1 1
1981 4 1 5 0 15 500 500 5 5 1.1896e+007 1.95039 49 -18.8114 23 9 104 0.01187 0.0117041 50 50 0 0 0 5.83861e+007 0 315821 0.46216 0 0 0.00772629 1 0 1 1
1981 4 1 5 0 15 500 500 5 5 1.1896e+007 0.868184 49 -18.8114 24 7 60 0.00189 0.00188589 50 50 0.00715778 0.017718 -0.0105603 2.41393e+007 210774 18647.2 0.409612 0.000348082 0 0.0001839 1 1 1 1
1981 4 1 5 0 15 500 500 5 5 1.1896e+007 0.868184 49 -18.8114 24 8 82 0.0051 0.00495185 50 50 0 0 0 6.17706e+007 0 125292 0.409612 0 0 0.00236394 1 0 1 1
1981 4 1 5 0 15 500 500 5 5 1.1896e+007 0.868184 49 -18.8114 24 9 100 0.00914 0.0091436 50 50 0 0 0 1.78449e+007 0 66835.2 0.409612 0 0 0.00460994 1 0 1 1
1981 4 1 6 0 15 500 500 5 5 1.14267e+007 42.882 49 -0.774206 0 0 -1 -1 9999 50 50 0.800102 0.875142 -0.0750401 -1 1e+007 1e+007 1 0.00218537 0 0.800102 1 1 1 1
1981 4 1 6 0 15 500 500 5 5 1.14267e+007 6.11804 49 -0.774206 21 10 166 0.04505 0.0437864 50 50 0.199898 0.124858 0.0750401 5.19651e+006 1.42672e+006 319598 1.4046 0.00218537 0 0.0467396 1 1 1 1
1981 4 1 6 0 15 500 500 5 5 1.14267e+007 6.11804 49 -0.774206 21 11 218 0.10276 0.101644 50 50 0 0 0 3.78722e+006 0 540701 1.4046 0 0 0.095686 1 0 1 1
1981 4 1 6 0 15 500 500 5 5 1.14267e+007 6.11804 49 -0.774206 21 12 264 0.18526 0.183672 50 50 0 0 0 1.69493e+006 0 437268 1.4046 0 0 0.0500568 1 0 1 1
1981 4 1 6 0 15 500 500 5 5 1.14267e+007 6.11804 49 -0.774206 21 13 303 0.28094 0.281169 50 50 0 0 0 327016 0 129149 1.4046 0 0 0.00741555 1 0 1 1
1981 4 1 7 0 15 500 500 5 5 1.18008e+006 4.15227 49 -4.00926 0 0 -1 -1 9999 50 50 0.100117 0.0847403 0.0153765 -1 100000 100000 1 0.00155119 0 0.100117 1 1 1 1
1981 4 1 7 0 15 500 500 5 5 1.18008e+006 8.85623 49 -4.00926 21 8 85 0.00571 0.00553342 50 50 0.18773 0.18074 0.00699008 1.04049e+006 213286 9764.49 1.69597 0.00296146 0 0.0569202 1 1 1 1
1981 4 1 7 0 15 500 500 5 5 1.18008e+006 8.85623 49 -4.00926 21 9 100 0.00914 0.0091436 50 50 0 0 0 1.31243e+007 0 203522 1.69597 0 0 0.130809 1 0 1 1
1981 4 1 7 0 15 500 500 5 5 1.18008e+006 35.9915 49 -4.00926 22 7 60 0.00058 0.000995253 50 50 0.712154 0.73452 -0.0223666 6.50421e+007 866790 23115.8 0.357093 0.00390001 0 7.975e-005 1 1 1 1
1981 4 1 7 0 15 500 500 5 5 1.18008e+006 35.9915 49 -4.00926 22 8 87 0.0019 0.00341724 50 50 0 0 0 2.1508e+008 0 262456 0.357093 0 0 0.0964697 1 0 1 1
1981 4 1 7 0 15 500 500 5 5 1.18008e+006 35.9915 49 -4.00926 22 9 111 0.0043 0.00767262 50 50 0 0 0 1.68115e+008 0 460608 0.357093 0 0 0.500029 1 0 1 1
1981 4 1 7 0 15 500 500 5 5 1.18008e+006 35.9915 49 -4.00926 22 10 152 0.01107 0.0217867 50 50 0 0 0 1.55028e+007 0 120610 0.357093 0 0 0.115576 1 0 1 1
1981 4 1 8 0 15 500 500 5 5 619366 5.74364 35.5742 -10.9225 0 0 -1 -1 9999 50 50 0.180239 0.161455 0.0187838 -1 100000 100000 1 0.00370173 0 0.180239 1 1 1 1
1981 4 1 8 0 15 500 500 5 5 619366 0.967446 35.5742 -10.9225 18 8 90 0.006 0.00599761 50 50 0.0157041 0.0271952 -0.011491 982079 16843.8 221.47 0.0376002 0.000723342 0 8.869e-005 1 1 1 1
1981 4 1 8 0 15 500 500 5 5 619366 0.967446 35.5742 -10.9225 18 9 122 0.01532 0.0146941 50 50 0 0 0 6.50774e+006 0 3595.53 0.0376002 0 0 0.00315371 1 0 1 1
1981 4 1 8 0 15 500 500 5 5 619366 0.967446 35.5742 -10.9225 18 10 169 0.03881 0.0383729 50 50 0 0 0 6.14581e+006 0 8867.35 0.0376002 0 0 0.00908229 1 0 1 1
1981 4 1 8 0 15 500 500 5 5 619366 0.967446 35.5742 -10.9225 18 11 200 0.06302 0.0630196 50 50 0 0 0 1.75536e+006 0 4159.42 0.0376002 0 0 0.00337945 1 0 1 1
1981 4 1 8 0 15 500 500 5 5 619366 16.7816 35.5742 -10.9225 21 8 85 0.00571 0.00553342 50 50 0.536388 0.471737 0.0646513 1.04049e+006 292178 13376.2 2.32328 0.00681359 0 0.162581 1 1 1 1
1981 4 1 8 0 15 500 500 5 5 619366 16.7816 35.5742 -10.9225 21 9 100 0.00914 0.0091436 50 50 0 0 0 1.31243e+007 0 278801 2.32328 0 0 0.373807 1 0 1 1
1981 4 1 8 0 15 500 500 5 5 619366 3.02532 35.5742 -10.9225 22 7 60 0.00058 0.000995253 50 50 0.105597 0.0850425 0.0205547 6.50421e+007 52672.4 8082.84 0.124864 0.00212747 0 0.00438047 1 1 1 1
1981 4 1 8 0 15 500 500 5 5 619366 3.02532 35.5742 -10.9225 22 8 70 0.00095 0.00166034 50 50 0 0 0 2.1508e+008 0 44589.6 0.124864 0 0 0.101217 1 0 1 1
1981 4 1 8 0 15 500 500 5 5 619366 1.35685 35.5742 -10.9225 23 8 87 0.00687 0.00681935 50 50 0.0157567 0.0381414 -0.0223847 5.1815e+007 23623.5 7898.71 0.0223541 0.00100307 0 0.00503904 1 1 1 1
1981 4 1 8 0 15 500 500 5 5 619366 1.35685 35.5742 -10.9225 23 9 105 0.01221 0.0120481 50 50 0 0 0 5.83861e+007 0 15724.8 0.0223541 0 0 0.0107176 1 0 1 1
1981 4 1 8 0 15 500 500 5 5 619366 7.69928 35.5742 -10.9225 24 7 59 0.00179 0.00179043 50 50 0.146315 0.216429 -0.0701141 2.41393e+007 134049 25101.9 0.580796 0.00463681 0 0.0527028 1 1 1 1
1981 4 1 8 0 15 500 500 5 5 619366 7.69928 35.5742 -10.9225 24 8 70 0.00304 0.00303674 50 50 0 0 0 6.17706e+007 0 108947 0.580796 0 0 0.093612 1 0 1 1
1981 4 1 11 0 12 250 279 0.269261 0.269261 1.78452e+006 1.64201 1.64201 0 0 0 -1 -1 9999 15 15 1 1 0 -1 1.78452e+006 1.78452e+006 0.178452 0 0 1 1 1 1 1
1981 4 1 11 0 13 300 330 0.461544 0.461544 1.31857e+006 1.51549 1.99428 -1.14137 0 0 -1 -1 9999 17 17 0.958664 0.759918 0.198746 -1 1.002e+006 1.002e+006 0.1002 0.0609303 0 0.958664 1 1 1 1
1981 4 1 11 0 13 300 330 0.461544 0.461544 1.31857e+006 0.478791 1.99428 -1.14137 23 8 77 0.00326 0.00471251 17 17 0.041336 0.240082 -0.198746 5.1815e+007 316564 73340.2 0.300355 0.0609303 0 0.0248539 1 1 1 1
1981 4 1 11 0 13 300 330 0.461544 0.461544 1.31857e+006 0.478791 1.99428 -1.14137 23 9 110 0.00863 0.0138696 17 17 0 0 0 5.83861e+007 0 243224 0.300355 0 0 0.0164821 1 0 1 1
1981 4 1 11 0 14 400 411 0.933718 0.933718 837399 0.923828 1.64201 -0.0702623 0 0 -1 -1 9999 15 15 0.795624 0.562619 0.233006 -1 471137 471137 0.0471137 0.0931406 0 0.795624 1 1 1 1
1981 4 1 11 0 14 400 411 0.933718 0.933718 837399 0.718186 1.64201 -0.0702623 23 8 77 0.00326 0.00471251 15 15 0.204376 0.437381 -0.233006 5.1815e+007 366263 73340.2 0.300355 0.0931406 0 0.111488 1 1 1 1
1981 4 1 11 0 14 400 411 0.933718 0.933718 837399 0.718186 1.64201 -0.0702623 23 9 110 0.00863 0.0138696 15 15 0 0 0 5.83861e+007 0 243224 0.300355 0 0 0.014011 1 0 1 1
1981 4 1 11 0 14 400 411 0.933718 0.933718 837399 0.718186 1.64201 -0.0702623 23 10 165 0.02608 0.0473155 15 15 0 0 0 3.4971e+006 0 49698.7 0.300355 0 0 0.0788769 1 0 1 1
1981 4 1 12 0 12 250 279 0.269261 0.269261 8.45855e+006 1.96375 1.96375 0 0 0 -1 -1 9999 14 14 1 1 0 -1 8.45855e+006 8.45855e+006 0.845855 0 0 1 1 1 1 1
1981 4 1 12 0 13 300 330 0.461544 0.461544 9.412e+006 3.10764 3.65732 -0.954487 0 0 -1 -1 9999 22 22 0.641673 0.849702 -0.20803 -1 7.9974e+006 7.9974e+006 0.79974 0.0274209 0 0.641673 1 1 1 1
1981 4 1 12 0 13 300 330 0.461544 0.461544 9.412e+006 0.180584 3.65732 -0.954487 21 8 77 0.00406 0.00407688 22 22 0.288165 0.0493761 0.238788 1.04049e+006 464728 11922.4 2.81059 0.0100783 0 0.0176054 1 1 1 1
1981 4 1 12 0 13 300 330 0.461544 0.461544 9.412e+006 0.180584 3.65732 -0.954487 21 9 110 0.00969 0.0122754 22 22 0 0 0 1.31243e+007 0 452806 2.81059 0 0 0.270559 1 0 1 1
1981 4 1 12 0 13 300 330 0.461544 0.461544 9.412e+006 0.287591 3.65732 -0.954487 22 9 110 0.00566 0.00744552 22 22 0.0207122 0.0786342 -0.057922 1.68115e+008 740106 740106 0.591278 0.0155563 0 0.0207122 1 1 1 1
1981 4 1 12 0 13 300 330 0.461544 0.461544 9.412e+006 0.0815115 3.65732 -0.954487 24 9 110 0.00707 0.0122754 22 22 0.0494505 0.0222872 0.0271633 1.78449e+007 209767 209767 0.957602 0.00467875 0 0.0494505 1 1 1 1
1981 4 1 12 0 14 400 411 0.933718 0.933718 7.89689e+006 0.652756 0.693572 1.31206 0 0 -1 -1 9999 8 8 0.856731 0.941151 -0.0844197 -1 7.43217e+006 7.43217e+006 0.743217 0.0327038 0 0.856731 1 1 1 1
1981 4 1 12 0 14 400 411 0.933718 0.933718 7.89689e+006 0.0408164 0.693572 1.31206 21 8 77 0.00406 0.00407688 8 8 0.143269 0.0588495 0.0844197 1.04049e+006 464728 11922.4 2.81059 0.0327038 0 0.03426 1 1 1 1
1981 4 1 12 0 14 400 411 0.933718 0.933718 7.89689e+006 0.0408164 0.693572 1.31206 21 9 110 0.00969 0.0122754 8 8 0 0 0 1.31243e+007 0 452806 2.81059 0 0 0.109009 1 0 1 1
1981 4 1 17 0 10 150 165 0.0443402 0.0443402 1.00222e+006 11.839 11.8652 -1.6861 0 0 -1 -1 9999 33 33 0.995654 0.997789 -0.00213543 -1 1e+006 1e+006 1 0.000171461 0 0.995654 1 1 1 1
1981 4 1 17 0 10 150 165 0.0443402 0.0443402 1.00222e+006 0.0262313 11.8652 -1.6861 22 7 56 0.0007 0.000791508 33 33 0.0043462 0.00221077 0.00213543 6.50421e+007 2215.67 2215.67 0.0430383 0.000171461 0 0.0043462 1 1 1 1
1981 4 1 17 0 11 200 223 0.104849 0.104849 1.07986e+006 12.4318 13.4246 -2.53244 0 0 -1 -1 9999 37 37 0.998808 0.926046 0.0727626 -1 1e+006 1e+006 1 0.00474778 0 0.998808 1 1 1 1
1981 4 1 17 0 11 200 223 0.104849 0.104849 1.07986e+006 0.992809 13.4246 -2.53244 22 8 82 0.00183 0.00280759 37 37 0.00119171 0.0739543 -0.0727626 2.1508e+008 79860.3 25989 0.0430383 0.00474778 0 0.00043846 1 1 1 1
1981 4 1 17 0 11 200 223 0.104849 0.104849 1.07986e+006 0.992809 13.4246 -2.53244 22 9 110 0.00506 0.00744552 37 37 0 0 0 1.68115e+008 0 53871.3 0.0430383 0 0 0.00075325 1 0 1 1
1981 4 1 17 0 12 250 271 0.183004 0.183004 1.99235e+006 7.3251 14.5942 -6.35455 0 0 -1 -1 9999 40 40 0.261137 0.501919 -0.240782 -1 1e+006 1e+006 1 0.0160314 0 0.261137 1 1 1 1
1981 4 1 17 0 12 250 271 0.183004 0.183004 1.99235e+006 0.666121 14.5942 -6.35455 17 9 121 0.01643 0.0182789 40 40 0.00177056 0.0456428 -0.0438723 1.92234e+006 90936.7 90936.7 2.58797 0.00279332 0 0.00177056 1 1 1 1
1981 4 1 17 0 12 250 271 0.183004 0.183004 1.99235e+006 1.84556 14.5942 -6.35455 19 8 86 0.00601 0.00535547 40 40 0.585337 0.126459 0.458879 1.31387e+006 251950 12519.7 1.77927 0.00708384 0 0.00125249 1 1 1 1
1981 4 1 17 0 12 250 271 0.183004 0.183004 1.99235e+006 1.84556 14.5942 -6.35455 19 9 123 0.0154 0.0147266 40 40 0 0 0 9.13768e+006 0 239431 1.77927 0 0 0.584085 1 0 1 1
1981 4 1 17 0 12 250 271 0.183004 0.183004 1.99235e+006 0.601215 14.5942 -6.35455 22 7 56 0.0007 0.000791508 40 40 0.0566707 0.0411954 0.0154752 6.50421e+007 82075.9 2215.67 0.0430383 0.00253289 0 0.00080879 1 1 1 1
1981 4 1 17 0 12 250 271 0.183004 0.183004 1.99235e+006 0.601215 14.5942 -6.35455 22 8 82 0.00183 0.00280759 40 40 0 0 0 2.1508e+008 0 25989 0.0430383 0 0 0.0499431 1 0 1 1
1981 4 1 17 0 12 250 271 0.183004 0.183004 1.99235e+006 0.601215 14.5942 -6.35455 22 9 110 0.00506 0.00744552 40 40 0 0 0 1.68115e+008 0 53871.3 0.0430383 0 0 0.00591876 1 0 1 1
1981 4 1 17 0 12 250 271 0.183004 0.183004 1.99235e+006 3.78035 14.5942 -6.35455 23 8 87 0.00457 0.00681935 40 40 0.0945556 0.259031 -0.164476 5.1815e+007 516082 148035 0.418953 0.012308 0 0.0925355 1 1 1 1
1981 4 1 17 0 12 250 271 0.183004 0.183004 1.99235e+006 3.78035 14.5942 -6.35455 23 9 113 0.01209 0.0150463 40 40 0 0 0 5.83861e+007 0 368047 0.418953 0 0 0.00202009 1 0 1 1
1981 4 1 17 0 12 250 271 0.183004 0.183004 1.99235e+006 0.37585 14.5942 -6.35455 24 8 80 0.00467 0.00458803 40 40 0.00052946 0.0257534 -0.0252239 6.17706e+007 51309.9 51309.9 0.181048 0.00160894 0 0.00052946 1 1 1 1
1981 4 1 17 0 13 300 337 0.341126 0.341126 1.948e+006 11.2944 22.0015 -7.09952 0 0 -1 -1 9999 59 59 0.361373 0.513347 -0.151974 -1 1e+006 1e+006 1 0.0108611 0 0.361373 1 1 1 1
1981 4 1 17 0 13 300 337 0.341126 0.341126 1.948e+006 0.0454909 22.0015 -7.09952 18 8 87 0.00606 0.00542762 59 59 0.00124595 0.00206763 -0.00082168 982079 4027.74 4027.74 0.755624 8.97054e-005 0 0.00124595 1 1 1 1
1981 4 1 17 0 13 300 337 0.341126 0.341126 1.948e+006 2.84562 22.0015 -7.09952 19 8 86 0.00601 0.00535547 59 59 0.0980415 0.129338 -0.0312965 1.31387e+006 251950 12519.7 1.77927 0.00489577 0 0.0550567 1 1 1 1
1981 4 1 17 0 13 300 337 0.341126 0.341126 1.948e+006 2.84562 22.0015 -7.09952 19 9 123 0.0154 0.0147266 59 59 0 0 0 9.13768e+006 0 239431 1.77927 0 0 0.0429848 1 0 1 1
1981 4 1 17 0 13 300 337 0.341126 0.341126 1.948e+006 1.1514 22.0015 -7.09952 22 7 56 0.0007 0.000791508 59 59 0.0601133 0.0523327 0.00778055 6.50421e+007 101944 2215.67 0.0430383 0.00215612 0 0.0266783 1 1 1 1
1981 4 1 17 0 13 300 337 0.341126 0.341126 1.948e+006 1.1514 22.0015 -7.09952 22 8 82 0.00183 0.00280759 59 59 0 0 0 2.1508e+008 0 25989 0.0430383 0 0 0.0255573 1 0 1 1
1981 4 1 17 0 13 300 337 0.341126 0.341126 1.948e+006 1.1514 22.0015 -7.09952 22 9 110 0.00506 0.00744552 59 59 0 0 0 1.68115e+008 0 53871.3 0.0430383 0 0 0.00652912 1 0 1 1
1981 4 1 17 0 13 300 337 0.341126 0.341126 1.948e+006 1.1514 22.0015 -7.09952 22 10 167 0.01607 0.0297776 59 59 0 0 0 1.55028e+007 0 19868.1 0.0430383 0 0 0.00134852 1 0 1 1
1981 4 1 17 0 13 300 337 0.341126 0.341126 1.948e+006 6.66455 22.0015 -7.09952 23 7 53 0.00183 0.00152163 59 59 0.479226 0.302914 0.176312 3.29004e+006 590077 2097.37 0.418953 0.00918017 0 0.00940393 1 1 1 1
1981 4 1 17 0 13 300 337 0.341126 0.341126 1.948e+006 6.66455 22.0015 -7.09952 23 8 87 0.00457 0.00681935 59 59 0 0 0 5.1815e+007 0 148035 0.418953 0 0 0.10814 1 0 1 1
1981 4 1 17 0 13 300 337 0.341126 0.341126 1.948e+006 6.66455 22.0015 -7.09952 23 9 113 0.01209 0.0150463 59 59 0 0 0 5.83861e+007 0 368047 0.418953 0 0 0.165106 1 0 1 1
1981 4 1 17 0 13 300 337 0.341126 0.341126 1.948e+006 6.66455 22.0015 -7.09952 23 10 167 0.03656 0.0490726 59 59 0 0 0 3.4971e+006 0 71897.2 0.418953 0 0 0.196577 1 0 1 1
1981 4 1 17 0 14 400 436 0.712034 0.712034 2.69938e+006 8.15055 22.0015 -8.11962 0 0 -1 -1 9999 59 59 0.427999 0.370455 0.0575436 -1 1e+006 1e+006 1 0.0101393 0 0.427999 1 1 1 1
1981 4 1 17 0 14 400 436 0.712034 0.712034 2.69938e+006 2.9194 22.0015 -8.11962 18 8 87 0.00606 0.00542762 59 59 0.0159051 0.132691 -0.116786 982079 358184 4027.74 0.755624 0.00500334 0 0.0114825 1 1 1 1
1981 4 1 17 0 14 400 436 0.712034 0.712034 2.69938e+006 2.9194 22.0015 -8.11962 18 9 124 0.01515 0.015415 59 59 0 0 0 6.50774e+006 0 75801.9 0.755624 0 0 1e-006 1 0 1 1
1981 4 1 17 0 14 400 436 0.712034 0.712034 2.69938e+006 2.9194 22.0015 -8.11962 18 10 167 0.04293 0.0370506 59 59 0 0 0 6.14581e+006 0 172060 0.755624 0 0 1e-006 1 0 1 1
1981 4 1 17 0 14 400 436 0.712034 0.712034 2.69938e+006 2.9194 22.0015 -8.11962 18 11 217 0.0899 0.0801378 59 59 0 0 0 1.75536e+006 0 106294 0.755624 0 0 0.00442057 1 0 1 1
1981 4 1 17 0 14 400 436 0.712034 0.712034 2.69938e+006 4.14637 22.0015 -8.11962 19 8 86 0.00601 0.00535547 59 59 0.397081 0.188459 0.208622 1.31387e+006 508723 12519.7 1.77927 0.00664924 0 0.0329641 1 1 1 1
1981 4 1 17 0 14 400 436 0.712034 0.712034 2.69938e+006 4.14637 22.0015 -8.11962 19 9 123 0.0154 0.0147266 59 59 0 0 0 9.13768e+006 0 239431 1.77927 0 0 0.264269 1 0 1 1
1981 4 1 17 0 14 400 436 0.712034 0.712034 2.69938e+006 4.14637 22.0015 -8.11962 19 10 167 0.04491 0.0349569 59 59 0 0 0 4.12832e+006 0 256773 1.77927 0 0 0.0998481 1 0 1 1
1981 4 1 17 0 14 400 436 0.712034 0.712034 2.69938e+006 0.783568 22.0015 -8.11962 21 9 126 0.01302 0.0186768 59 59 0.0618698 0.0356144 0.0262555 1.31243e+007 96136.8 49411 0.201579 0.00149321 0 0.0564937 1 1 1 1
1981 4 1 17 0 14 400 436 0.712034 0.712034 2.69938e+006 0.783568 22.0015 -8.11962 21 10 167 0.03498 0.0446067 59 59 0 0 0 5.19651e+006 0 46725.8 0.201579 0 0 0.00537609 1 0 1 1
1981 4 1 17 0 14 400 436 0.712034 0.712034 2.69938e+006 0.83666 22.0015 -8.11962 22 7 56 0.0007 0.000791508 59 59 0.0116609 0.0380275 -0.0263666 6.50421e+007 102651 2215.67 0.0430383 0.00159039 0 0.00011086 1 1 1 1
1981 4 1 17 0 14 400 436 0.712034 0.712034 2.69938e+006 0.83666 22.0015 -8.11962 22 8 82 0.00183 0.00280759 59 59 0 0 0 2.1508e+008 0 25989 0.0430383 0 0 0.00588203 1 0 1 1
1981 4 1 17 0 14 400 436 0.712034 0.712034 2.69938e+006 0.83666 22.0015 -8.11962 22 9 110 0.00506 0.00744552 59 59 0 0 0 1.68115e+008 0 53871.3 0.0430383 0 0 0.00390779 1 0 1 1
1981 4 1 17 0 14 400 436 0.712034 0.712034 2.69938e+006 0.83666 22.0015 -8.11962 22 10 167 0.01607 0.0297776 59 59 0 0 0 1.55028e+007 0 19868.1 0.0430383 0 0 0.0008032 1 0 1 1
1981 4 1 17 0 14 400 436 0.712034 0.712034 2.69938e+006 0.83666 22.0015 -8.11962 22 11 220 0.03651 0.0743557 59 59 0 0 0 220809 0 706.62 0.0430383 0 0 0.000957 1 0 1 1
1981 4 1 17 0 14 400 436 0.712034 0.712034 2.69938e+006 4.22345 22.0015 -8.11962 23 7 53 0.00183 0.00152163 59 59 0.0799294 0.191962 -0.112033 3.29004e+006 518179 2097.37 0.418953 0.00674361 0 0.00051784 1 1 1 1
1981 4 1 17 0 14 400 436 0.712034 0.712034 2.69938e+006 4.22345 22.0015 -8.11962 23 8 87 0.00457 0.00681935 59 59 0 0 0 5.1815e+007 0 148035 0.418953 0 0 0.0766554 1 0 1 1
1981 4 1 17 0 14 400 436 0.712034 0.712034 2.69938e+006 4.22345 22.0015 -8.11962 23 9 113 0.01209 0.0150463 59 59 0 0 0 5.83861e+007 0 368047 0.418953 0 0 0.00275625 1 0 1 1
1981 4 1 17 0 14 400 436 0.712034 0.712034 2.69938e+006 0.941456 22.0015 -8.11962 24 7 63 0.0019 0.0021928 59 59 0.00555476 0.0427906 -0.0372358 2.41393e+007 115508 9583.34 0.181048 0.00178074 0 0.00039835 1 1 1 1
1981 4 1 17 0 14 400 436 0.712034 0.712034 2.69938e+006 0.941456 22.0015 -8.11962 24 8 80 0.00467 0.00458803 59 59 0 0 0 6.17706e+007 0 51309.9 0.181048 0 0 0.0030344 1 0 1 1
1981 4 1 17 0 14 400 436 0.712034 0.712034 2.69938e+006 0.941456 22.0015 -8.11962 24 9 122 0.01214 0.0169046 59 59 0 0 0 1.78449e+007 0 54614.9 0.181048 0 0 0.00212201 1 0 1 1
1981 4 1 17 0 15 500 574 1.56211 1.56211 3.18679e+006 6.16994 19.6623 -11.4651 0 0 -1 -1 9999 53 53 0.593415 0.313795 0.27962 -1 1e+006 1e+006 1 0.0104213 0 0.593415 1 1 1 1
1981 4 1 17 0 15 500 574 1.56211 1.56211 3.18679e+006 1.76717 19.6623 -11.4651 17 8 87 0.00665 0.00712237 53 53 0.00247452 0.0898758 -0.0874012 418196 286415 7708.39 2.58797 0.00395881 0 0.00239641 1 1 1 1
1981 4 1 17 0 15 500 574 1.56211 1.56211 3.18679e+006 1.76717 19.6623 -11.4651 17 9 121 0.01643 0.0182789 53 53 0 0 0 1.92234e+006 0 90936.7 2.58797 0 0 1e-006 1 0 1 1
1981 4 1 17 0 15 500 574 1.56211 1.56211 3.18679e+006 1.76717 19.6623 -11.4651 17 10 167 0.04597 0.0458931 53 53 0 0 0 1.58096e+006 0 187770 2.58797 0 0 7.711e-005 1 0 1 1
1981 4 1 17 0 15 500 574 1.56211 1.56211 3.18679e+006 2.20997 19.6623 -11.4651 18 8 87 0.00606 0.00542762 53 53 0.0068643 0.112396 -0.105532 982079 358184 4027.74 0.755624 0.00482827 0 0.00012348 1 1 1 1
1981 4 1 17 0 15 500 574 1.56211 1.56211 3.18679e+006 2.20997 19.6623 -11.4651 18 9 124 0.01515 0.015415 53 53 0 0 0 6.50774e+006 0 75801.9 0.755624 0 0 0.00575968 1 0 1 1
1981 4 1 17 0 15 500 574 1.56211 1.56211 3.18679e+006 2.20997 19.6623 -11.4651 18 10 167 0.04293 0.0370506 53 53 0 0 0 6.14581e+006 0 172060 0.755624 0 0 0.00093759 1 0 1 1
1981 4 1 17 0 15 500 574 1.56211 1.56211 3.18679e+006 2.20997 19.6623 -11.4651 18 11 217 0.0899 0.0801378 53 53 0 0 0 1.75536e+006 0 106294 0.755624 0 0 4.355e-005 1 0 1 1
1981 4 1 17 0 15 500 574 1.56211 1.56211 3.18679e+006 3.13879 19.6623 -11.4651 19 8 86 0.00601 0.00535547 53 53 0.121682 0.159635 -0.037953 1.31387e+006 508723 12519.7 1.77927 0.00649257 0 0.0118829 1 1 1 1
1981 4 1 17 0 15 500 574 1.56211 1.56211 3.18679e+006 3.13879 19.6623 -11.4651 19 9 123 0.0154 0.0147266 53 53 0 0 0 9.13768e+006 0 239431 1.77927 0 0 0.0449054 1 0 1 1
1981 4 1 17 0 15 500 574 1.56211 1.56211 3.18679e+006 3.13879 19.6623 -11.4651 19 10 167 0.04491 0.0349569 53 53 0 0 0 4.12832e+006 0 256773 1.77927 0 0 0.0648935 1 0 1 1
1981 4 1 17 0 15 500 574 1.56211 1.56211 3.18679e+006 1.46612 19.6623 -11.4651 21 9 126 0.01302 0.0186768 53 53 0.00480615 0.074565 -0.0697589 1.31243e+007 237623 49411 0.201579 0.00333966 0 5.14e-006 1 1 1 1
1981 4 1 17 0 15 500 574 1.56211 1.56211 3.18679e+006 1.46612 19.6623 -11.4651 21 10 167 0.03498 0.0446067 53 53 0 0 0 5.19651e+006 0 46725.8 0.201579 0 0 0.00041552 1 0 1 1
1981 4 1 17 0 15 500 574 1.56211 1.56211 3.18679e+006 1.46612 19.6623 -11.4651 21 11 217 0.07053 0.10021 53 53 0 0 0 3.78722e+006 0 76502.8 0.201579 0 0 1e-006 1 0 1 1
1981 4 1 17 0 15 500 574 1.56211 1.56211 3.18679e+006 1.46612 19.6623 -11.4651 21 12 267 0.12151 0.190199 53 53 0 0 0 1.69493e+006 0 64983.7 0.201579 0 0 0.00438449 1 0 1 1
1981 4 1 17 0 15 500 574 1.56211 1.56211 3.18679e+006 0.628989 19.6623 -11.4651 22 7 56 0.0007 0.000791508 53 53 0.00225475 0.0319895 -0.0297348 6.50421e+007 101944 2215.67 0.0430383 0.00149868 0 0.00085317 1 1 1 1
1981 4 1 17 0 15 500 574 1.56211 1.56211 3.18679e+006 0.628989 19.6623 -11.4651 22 8 82 0.00183 0.00280759 53 53 0 0 0 2.1508e+008 0 25989 0.0430383 0 0 0.00052108 1 0 1 1
