"Predator","Quarter","Year","Predator.length.class","Prey","Quarter.no","Predator.no","Size.model","Predator.length","Predator.length.mean","Predator.weight","Predator.size","Predator.available.food","Diri.p","Diri.sum.p","Diri.like","multinom.like","Prey.no","Prey.length.class","Prey.length.mean","Prey.weight","Prey.size","Prey.number.obs","Prey.number.prob","Obj.N.contrib","avail.prey.number.sum","N.haul","N.samples","stomcon","stomcon.hat","Residual","L.N.bar","Prey.avail","Prey.avail.part","Suit","Stom.var","obj.contrib","stom.input","stom.used.all","stom.used.like","stom.used.avail","stom.type","stan.residual","Area","Pred.avail","stomcon.hat.part","Residual.part","year.range","year"
"Cod","Q1",2004,7,"Other",1,1,1,350,368,0.433573,0.433573,6104320,1.43012,2.80832,2.15158,0,0,0,-1,-1,-1,0,0,0,0,10,10,0.0574424,0.509245,-0.451803,-1,3108600,3108600,3.1086,0.0656232,0,0.0574424,1,1,1,1,-1.76368251044518,1,6104324.1,0.509245569054893,-0.451803169054893,"1982-93","Y2004"
"Cod","Q1",2004,7,"Herring",1,1,1,350,368,0.433573,0.433573,6104320,0.211671,2.80832,2.15158,0,2,2,77,0.00397,0.00397,0,0,0,0,10,10,0.813551,0.0753726,0.738178,374051,460099,11921.1,8.02779,0.0182998,0,0.37681,1,1,1,1,5.45679861216017,1,6104324.1,0.00195289434255301,0.374857105657447,"1982-93","Y2004"
"Cod","Q1",2004,7,"Herring",1,1,1,350,368,0.433573,0.433573,6104320,0,2.80832,2.15158,0,2,3,92,0.00677,0.00677,0,0,0,0,10,10,1e-08,0,0,1210340,0,0,6.62028,0,0,1e-08,1,0,0,2,NA,1,6104324.1,0,1e-08,"1982-93","Y2004"
"Cod","Q1",2004,7,"Herring",1,1,1,350,368,0.433573,0.433573,6104320,0,2.80832,2.15158,0,2,4,109,0.01127,0.01127,0,0,0,0,10,10,0,0,0,7943250,0,448177,5.00642,0,0,0.43674,1,0,1,1,NA,1,6104324.1,0.0734195944805748,0.363320405519425,"1982-93","Y2004"
"Cod","Q1",2004,7,"Sprat",1,1,1,350,368,0.433573,0.433573,6104320,1.16653,2.80832,2.15158,0,3,3,74,0.00353,0.00353,0,0,0,0,10,10,0.129007,0.415382,-0.286376,29325700,2535630,340776,3.29189,0.0637655,0,0.0320912,1,1,1,1,-1.13408011088668,1,6104324.1,0.0558253451844079,-0.0237341451844079,"1982-93","Y2004"
"Cod","Q1",2004,7,"Sprat",1,1,1,350,368,0.433573,0.433573,6104320,0,2.80832,2.15158,0,3,4,84,0.00516,0.00516,0,0,0,0,10,10,1e-08,0,0,115116000,0,0,2.94712,0,0,1e-08,1,0,0,2,NA,1,6104324.1,0,1e-08,"1982-93","Y2004"
"Cod","Q1",2004,7,"Sprat",1,1,1,350,368,0.433573,0.433573,6104320,0,2.80832,2.15158,0,3,5,94,0.00723,0.00723,0,0,0,0,10,10,0,0,0,118683000,0,2194850,2.55786,0,0,0.0969155,1,0,1,1,NA,1,6104324.1,0.359556596937571,-0.262641096937571,"1982-93","Y2004"
"Cod","Q1",2004,8,"Other",1,1,1,400,439,0.736059,0.736059,12319600,0.905988,2.80832,-0.209138,0,0,0,-1,-1,-1,0,0,0,0,10,10,0.165257,0.322608,-0.157352,-1,3974410,3974410,3.97441,0.0573828,0,0.165257,1,1,1,1,-0.656872982333307,1,12319624.5,0.322608047022862,-0.157351047022862,"1982-93","Y2004"
"Cod","Q1",2004,8,"Herring",1,1,1,400,439,0.736059,0.736059,12319600,0.538298,2.80832,-0.209138,0,2,2,77,0.00397,0.00397,0,0,0,0,10,10,0.479814,0.19168,0.288135,374051,2361420,13047.4,8.78621,0.0406842,0,0.0142259,1,1,1,1,1.42850947496173,1,12319624.5,0.00105907448721347,0.0131668255127865,"1982-93","Y2004"
"Cod","Q1",2004,8,"Herring",1,1,1,400,439,0.736059,0.736059,12319600,0,2.80832,-0.209138,0,2,3,92,0.00677,0.00677,0,0,0,0,10,10,1e-08,0,0,1210340,0,0,8.01821,0,0,1e-08,1,0,0,2,NA,1,12319624.5,0,1e-08,"1982-93","Y2004"
"Cod","Q1",2004,8,"Herring",1,1,1,400,439,0.736059,0.736059,12319600,0,2.80832,-0.209138,0,2,4,109,0.01127,0.01127,0,0,0,0,10,10,0,0,0,7943250,0,597942,6.67939,0,0,0.00726447,1,0,1,1,NA,1,12319624.5,0.0485357325623033,-0.0412712625623033,"1982-93","Y2004"
"Cod","Q1",2004,8,"Herring",1,1,1,400,439,0.736059,0.736059,12319600,0,2.80832,-0.209138,0,2,5,129,0.01868,0.01868,0,0,0,0,10,10,0,0,0,10984600,0,1043030,5.08316,0,0,0.167657,1,0,1,1,NA,1,12319624.5,0.08466410644253,0.08299289355747,"1982-93","Y2004"
"Cod","Q1",2004,8,"Herring",1,1,1,400,439,0.736059,0.736059,12319600,0,2.80832,-0.209138,0,2,6,149,0.02878,0.02878,0,0,0,0,10,10,0,0,0,6568230,0,707402,3.7422,0,0,0.290667,1,0,1,1,NA,1,12319624.5,0.0574207436273727,0.233246256372627,"1982-93","Y2004"
"Cod","Q1",2004,8,"Sprat",1,1,1,400,439,0.736059,0.736059,12319600,1.36404,2.80832,-0.209138,0,3,2,64,0.00228,0.00228,0,0,0,0,10,10,0.354929,0.485712,-0.130783,1865570,5983790,14696.1,3.45507,0.0655921,0,0.0124092,1,1,1,1,-0.510652576588048,1,12319624.5,0.00119290161806474,0.0112162983819353,"1982-93","Y2004"
"Cod","Q1",2004,8,"Sprat",1,1,1,400,439,0.736059,0.736059,12319600,0,2.80832,-0.209138,0,3,3,74,0.00353,0.00353,0,0,0,0,10,10,0,0,0,29325700,0,364747,3.52345,0,0,0.0732643,1,0,1,1,NA,1,12319624.5,0.0296069900507114,0.0436573099492886,"1982-93","Y2004"
"Cod","Q1",2004,8,"Sprat",1,1,1,400,439,0.736059,0.736059,12319600,0,2.80832,-0.209138,0,3,4,84,0.00516,0.00516,0,0,0,0,10,10,0,0,0,115116000,0,2013720,3.39011,0,0,0.106261,1,0,1,1,NA,1,12319624.5,0.163456280668295,-0.0571952806682947,"1982-93","Y2004"
"Cod","Q1",2004,8,"Sprat",1,1,1,400,439,0.736059,0.736059,12319600,0,2.80832,-0.209138,0,3,5,94,0.00723,0.00723,0,0,0,0,10,10,1e-08,0,0,118683000,0,0,3.13687,0,0,1e-08,1,0,0,2,NA,1,12319624.5,0,1e-08,"1982-93","Y2004"
"Cod","Q1",2004,8,"Sprat",1,1,1,400,439,0.736059,0.736059,12319600,0,2.80832,-0.209138,0,3,6,104,0.00979,0.00979,0,0,0,0,10,10,0,0,0,63038100,0,1743670,2.82539,0,0,0.0673954,1,0,1,1,NA,1,12319624.5,0.141535969704271,-0.0741405697042714,"1982-93","Y2004"
"Cod","Q1",2004,8,"Sprat",1,1,1,400,439,0.736059,0.736059,12319600,0,2.80832,-0.209138,0,3,7,114,0.01289,0.01289,0,0,0,0,10,10,0,0,0,57376200,0,1846960,2.49732,0,0,0.0955989,1,0,1,1,NA,1,12319624.5,0.149920153816376,-0.0543212538163765,"1982-93","Y2004"
"Cod","Q1",2004,9,"Other",1,1,1,500,540,1.36994,1.36994,10759700,1.3841,2.80832,-0.685976,0,0,0,-1,-1,-1,0,0,0,0,10,10,0.265762,0.492857,-0.227095,-1,5303020,5303020,5.30302,0.0656323,0,0.265762,1,1,1,1,-0.886438806753798,1,10759740.1,0.492857629525828,-0.227095629525828,"1982-93","Y2004"
"Cod","Q1",2004,9,"Herring",1,1,1,500,540,1.36994,1.36994,10759700,0.788543,2.80832,-0.685976,0,2,2,77,0.00397,0.00397,0,0,0,0,10,10,0.665493,0.280788,0.384705,374051,3021210,12761.1,8.59343,0.0530275,0,0.0351742,1,1,1,1,1.67061837758326,1,10759740.1,0.00118600448350978,0.0339881955164902,"1982-93","Y2004"
"Cod","Q1",2004,9,"Herring",1,1,1,500,540,1.36994,1.36994,10759700,0,2.80832,-0.685976,0,2,3,92,0.00677,0.00677,0,0,0,0,10,10,1e-08,0,0,1210340,0,0,8.83244,0,0,1e-08,1,0,0,2,NA,1,10759740.1,0,1e-08,"1982-93","Y2004"
"Cod","Q1",2004,9,"Herring",1,1,1,500,540,1.36994,1.36994,10759700,0,2.80832,-0.685976,0,2,4,109,0.01127,0.01127,0,0,0,0,10,10,0,0,0,7943250,0,737855,8.2423,0,0,0.0294298,1,0,1,1,NA,1,10759740.1,0.0685755411508499,-0.0391457411508499,"1982-93","Y2004"
"Cod","Q1",2004,9,"Herring",1,1,1,500,540,1.36994,1.36994,10759700,0,2.80832,-0.685976,0,2,5,129,0.01868,0.01868,0,0,0,0,10,10,1e-08,0,0,10984600,0,0,7.01995,0,0,1e-08,1,0,0,2,NA,1,10759740.1,0,1e-08,"1982-93","Y2004"
"Cod","Q1",2004,9,"Herring",1,1,1,500,540,1.36994,1.36994,10759700,0,2.80832,-0.685976,0,2,6,149,0.02878,0.02878,0,0,0,0,10,10,0,0,0,6568230,0,1075680,5.69044,0,0,0.172614,1,0,1,1,NA,1,10759740.1,0.0999726749905418,0.0726413250094582,"1982-93","Y2004"
"Cod","Q1",2004,9,"Herring",1,1,1,500,540,1.36994,1.36994,10759700,0,2.80832,-0.685976,0,2,7,169,0.04199,0.04199,0,0,0,0,10,10,0,0,0,3782320,0,712078,4.48357,0,0,0.0910212,1,0,1,1,NA,1,10759740.1,0.0661798513144383,0.0248413486855616,"1982-93","Y2004"
"Cod","Q1",2004,9,"Herring",1,1,1,500,540,1.36994,1.36994,10759700,0,2.80832,-0.685976,0,2,8,189,0.05874,0.05874,0,0,0,0,10,10,0,0,0,2365260,0,482827,3.47519,0,0,0.337254,1,0,1,1,NA,1,10759740.1,0.044873481655937,0.292380518344063,"1982-93","Y2004"
"Cod","Q1",2004,9,"Sprat",1,1,1,500,540,1.36994,1.36994,10759700,0.635678,2.80832,-0.685976,0,3,3,74,0.00353,0.00353,0,0,0,0,10,10,0.0687455,0.226355,-0.157609,29325700,2435520,347529,3.35713,0.045983,0,0.0262911,1,1,1,1,-0.734991577821178,1,10759740.1,0.0322990143600216,-0.00600791436002157,"1982-93","Y2004"
"Cod","Q1",2004,9,"Sprat",1,1,1,500,540,1.36994,1.36994,10759700,0,2.80832,-0.685976,0,3,4,84,0.00516,0.00516,0,0,0,0,10,10,0,0,0,115116000,0,2087990,3.51515,0,0,0.0424544,1,0,1,1,NA,1,10759740.1,0.194055802518873,-0.151601402518873,"1982-93","Y2004"
"Cod","Q1",2005,3,"Other",1,1,1,150,179,0.0498974,0.0498974,1139300,2.80832,2.80832,0,0,0,0,-1,-1,-1,0,0,0,0,10,10,1,1,0,-1,1139300,1139300,1.1393,0,0,1,1,1,1,1,NA,1,1139300,1,0,"1982-93","Y2005"
"Cod","Q1",2005,4,"Other",1,1,1,200,220,0.0926376,0.0926376,2295330,2.36161,3.56999,-2.2536,0,0,0,-1,-1,-1,0,0,0,0,12,12,0.841096,0.661518,0.179578,-1,1518400,1518400,1.5184,0.0489961,0,0.834606,1,1,1,1,0.811282997333977,1,2295326.1,0.661518204319639,0.173087795680361,"1982-93","Y2005"
"Cod","Q1",2005,4,"Herring",1,1,1,200,220,0.0926376,0.0926376,2295330,0.0187466,3.56999,-2.2536,0,2,3,92,0.00677,0.00677,0,0,0,0,12,12,0.00317898,0.00525116,-0.00207218,834367,12053.1,12053.1,2.1338,0.00114302,0,0.00315445,1,1,1,1,-0.0612915441577597,1,2295326.1,0.00525114928114136,-0.00209669928114136,"1982-93","Y2005"
"Cod","Q1",2005,4,"Herring",1,1,1,200,220,0.0926376,0.0926376,2295330,0,3.56999,-2.2536,0,2,4,109,0.01127,0.01127,0,0,0,0,12,12,1e-08,0,0,5786910,0,0,1.21703,0,0,1e-08,1,0,0,2,NA,1,2295326.1,0,1e-08,"1982-93","Y2005"
"Cod","Q1",2005,4,"Herring",1,1,1,200,220,0.0926376,0.0926376,2295330,0,3.56999,-2.2536,0,2,5,129,0.01868,0.01868,0,0,0,0,12,12,1e-08,0,0,9596630,0,0,0.636186,0,0,1e-08,1,0,0,2,NA,1,2295326.1,0,1e-08,"1982-93","Y2005"
"Cod","Q1",2005,4,"Herring",1,1,1,200,220,0.0926376,0.0926376,2295330,0,3.56999,-2.2536,0,2,6,149,0.02878,0.02878,0,0,0,0,12,12,0,0,0,7309200,0,0,0,0,0,0.00187442,1,0,0,1,NA,1,2295326.1,0,0.00187442,"1982-93","Y2005"
"Cod","Q1",2005,4,"Herring",1,1,1,200,220,0.0926376,0.0926376,2295330,0,3.56999,-2.2536,0,2,7,169,0.04199,0.04199,0,0,0,0,12,12,1e-08,0,0,3631080,0,0,0,0,0,1e-08,1,0,0,2,NA,1,2295326.1,0,1e-08,"1982-93","Y2005"
"Cod","Q1",2005,4,"Herring",1,1,1,200,220,0.0926376,0.0926376,2295330,0,3.56999,-2.2536,0,2,8,189,0.05874,0.05874,0,0,0,0,12,12,0,0,0,1987340,0,0,0,0,0,0.00584211,1,0,0,1,NA,1,2295326.1,0,0.00584211,"1982-93","Y2005"
"Cod","Q1",2005,4,"Sprat",1,1,1,200,220,0.0926376,0.0926376,2295330,1.18963,3.56999,-2.2536,0,3,4,84,0.00516,0.00516,0,0,0,0,12,12,0.155725,0.333231,-0.177506,24249600,764873,138135,1.10395,0.0486189,0,0.0608192,1,1,1,1,-0.805027049367915,1,2295326.1,0.0601809912761415,0.000638208723858454,"1982-93","Y2005"
"Cod","Q1",2005,4,"Sprat",1,1,1,200,220,0.0926376,0.0926376,2295330,0,3.56999,-2.2536,0,3,5,94,0.00723,0.00723,0,0,0,0,12,12,1e-08,0,0,57725000,0,0,0.794973,0,0,1e-08,1,0,0,2,NA,1,2295326.1,0,1e-08,"1982-93","Y2005"
"Cod","Q1",2005,4,"Sprat",1,1,1,200,220,0.0926376,0.0926376,2295330,0,3.56999,-2.2536,0,3,6,104,0.00979,0.00979,0,0,0,0,12,12,0,0,0,1.12e+08,0,626738,0.571593,0,0,0.0937039,1,0,1,1,NA,1,2295326.1,0.273049655123078,-0.179345755123078,"1982-93","Y2005"
"Cod","Q1",2005,5,"Other",1,1,1,250,271,0.173152,0.173152,4042480,1.79273,3.56999,-0.317835,0,0,0,-1,-1,-1,0,0,0,0,12,12,0.420039,0.502167,-0.0821277,-1,2030000,2030000,2.03,0.0547037,0,0.41988,1,1,1,1,-0.351140812439022,1,4042483,0.502166613935049,-0.0822866139350494,"1982-93","Y2005"
"Cod","Q1",2005,5,"Herring",1,1,1,250,271,0.173152,0.173152,4042480,0,3.56999,-0.317835,0,2,2,77,0.00397,0.00397,0,0,0,0,12,12,0.00020325,0,0,255013,0,0,5.40954,0,0,0.00020325,1,0,0,1,NA,1,4042483,0,0.00020325,"1982-93","Y2005"
"Cod","Q1",2005,5,"Herring",1,1,1,250,271,0.173152,0.173152,4042480,0,3.56999,-0.317835,0,2,3,92,0.00677,0.00677,0,0,0,0,12,12,1e-08,0,0,834367,0,0,3.74231,0,0,1e-08,1,0,0,2,NA,1,4042483,0,1e-08,"1982-93","Y2005"
"Cod","Q1",2005,5,"Herring",1,1,1,250,271,0.173152,0.173152,4042480,0,3.56999,-0.317835,0,2,4,109,0.01127,0.01127,0,0,0,0,12,12,1e-08,0,0,5786910,0,0,2.39295,0,0,1e-08,1,0,0,2,NA,1,4042483,0,1e-08,"1982-93","Y2005"
"Cod","Q1",2005,5,"Herring",1,1,1,250,271,0.173152,0.173152,4042480,0,3.56999,-0.317835,0,2,5,129,0.01868,0.01868,0,0,0,0,12,12,1e-08,0,0,9596630,0,0,1.40101,0,0,1e-08,1,0,0,2,NA,1,4042483,0,1e-08,"1982-93","Y2005"
"Cod","Q1",2005,5,"Herring",1,1,1,250,271,0.173152,0.173152,4042480,0,3.56999,-0.317835,0,2,6,149,0.02878,0.02878,0,0,0,0,12,12,1e-08,0,0,7309200,0,0,0.824172,0,0,1e-08,1,0,0,2,NA,1,4042483,0,1e-08,"1982-93","Y2005"
"Cod","Q1",2005,5,"Herring",1,1,1,250,271,0.173152,0.173152,4042480,0,3.56999,-0.317835,0,2,7,169,0.04199,0.04199,0,0,0,0,12,12,1e-08,0,0,3631080,0,0,0.490692,0,0,1e-08,1,0,0,2,NA,1,4042483,0,1e-08,"1982-93","Y2005"
"Cod","Q1",2005,5,"Herring",1,1,1,250,271,0.173152,0.173152,4042480,0,3.56999,-0.317835,0,2,8,189,0.05874,0.05874,0,0,0,0,12,12,1e-08,0,0,1987340,0,0,0,0,0,1e-08,1,0,0,2,NA,1,4042483,0,1e-08,"1982-93","Y2005"
"Cod","Q1",2005,5,"Herring",1,1,1,250,271,0.173152,0.173152,4042480,0,3.56999,-0.317835,0,2,9,209,0.07943,0.07943,0,0,0,0,12,12,1e-08,0,0,1057980,0,0,0,0,0,1e-08,1,0,0,2,NA,1,4042483,0,1e-08,"1982-93","Y2005"
"Cod","Q1",2005,5,"Herring",1,1,1,250,271,0.173152,0.173152,4042480,0,3.56999,-0.317835,0,2,10,229,0.10448,0.10448,0,0,0,0,12,12,0.00017479,0,0,420725,0,0,0,0,0,0.00017479,1,0,0,1,NA,1,4042483,0,0.00017479,"1982-93","Y2005"
"Cod","Q1",2005,5,"Sprat",1,1,1,250,271,0.173152,0.173152,4042480,1.77726,3.56999,-0.317835,0,3,4,84,0.00516,0.00516,0,0,0,0,12,12,0.579961,0.497833,0.0821277,24249600,2012480,227949,1.82173,0.0547037,0,0.245974,1,1,1,1,0.351140812439022,1,4042483,0.0563883632905816,0.189585636709418,"1982-93","Y2005"
"Cod","Q1",2005,5,"Sprat",1,1,1,250,271,0.173152,0.173152,4042480,0,3.56999,-0.317835,0,3,5,94,0.00723,0.00723,0,0,0,0,12,12,0,0,0,57725000,0,590534,1.41496,0,0,0.13373,1,0,1,1,NA,1,4042483,0.146081999602719,-0.0123519996027194,"1982-93","Y2005"
"Cod","Q1",2005,5,"Sprat",1,1,1,250,271,0.173152,0.173152,4042480,0,3.56999,-0.317835,0,3,6,104,0.00979,0.00979,0,0,0,0,12,12,0,0,0,1.12e+08,0,1194000,1.08894,0,0,0.200038,1,0,1,1,NA,1,4042483,0.29536302317165,-0.0953250231716497,"1982-93","Y2005"
"Cod","Q1",2005,6,"Other",1,1,1,300,320,0.285082,0.285082,7426920,0.967532,2.80832,2.62409,0,0,0,-1,-1,-1,0,0,0,0,10,10,0.226151,0.344523,-0.118372,-1,2558740,2558740,2.55874,0.0592982,0,0.226151,1,1,1,1,-0.486102920366332,1,7426914.6,0.344522609698515,-0.118371609698515,"1982-93","Y2005"
"Cod","Q1",2005,6,"Herring",1,1,1,300,320,0.285082,0.285082,7426920,0.00266414,2.80832,2.62409,0,2,2,77,0.00397,0.00397,0,0,0,0,10,10,0.0512797,0.000948657,0.050331,255013,7045.6,7045.6,6.9593,0.000248865,0,0.0512797,1,1,1,1,3.19046252699482,1,7426914.6,0.000948657737359738,0.0503310422626403,"1982-93","Y2005"
"Cod","Q1",2005,6,"Sprat",1,1,1,300,320,0.285082,0.285082,7426920,1.83813,2.80832,2.62409,0,3,4,84,0.00516,0.00516,0,0,0,0,10,10,0.72257,0.654528,0.0680413,24249600,4861130,307327,2.45611,0.0593755,0,0.013533,1,1,1,1,0.279234427669496,1,7426914.6,0.0413801715183314,-0.0278471715183314,"1982-93","Y2005"
"Cod","Q1",2005,6,"Sprat",1,1,1,300,320,0.285082,0.285082,7426920,0,2.80832,2.62409,0,3,5,94,0.00723,0.00723,0,0,0,0,10,10,0,0,0,57725000,0,845673,2.02628,0,0,0.213442,1,0,1,1,NA,1,7426914.6,0.113865992211624,0.0995760077883755,"1982-93","Y2005"
"Cod","Q1",2005,6,"Sprat",1,1,1,300,320,0.285082,0.285082,7426920,0,2.80832,2.62409,0,3,6,104,0.00979,0.00979,0,0,0,0,10,10,0,0,0,1.12e+08,0,1805100,1.64627,0,0,0.435123,1,0,1,1,NA,1,7426914.6,0.243048438984339,0.192074561015661,"1982-93","Y2005"
"Cod","Q1",2005,6,"Sprat",1,1,1,300,320,0.285082,0.285082,7426920,0,2.80832,2.62409,0,3,7,114,0.01289,0.01289,0,0,0,0,10,10,0,0,0,82632400,0,1411440,1.32513,0,0,0.0353263,1,0,1,1,NA,1,7426914.6,0.19004392483522,-0.15471762483522,"1982-93","Y2005"
"Cod","Q1",2005,6,"Sprat",1,1,1,300,320,0.285082,0.285082,7426920,0,2.80832,2.62409,0,3,8,124,0.01659,0.01659,0,0,0,0,10,10,0,0,0,27945600,0,491589,1.06033,0,0,0.0251447,1,0,1,1,NA,1,7426914.6,0.06619020501461,-0.04104550501461,"1982-93","Y2005"
"Cod","Q1",2005,7,"Other",1,1,1,350,370,0.440681,0.440681,7059200,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,10,10,0.212363,0.443698,-0.231335,-1,3132150,3132150,3.13215,0.24683,0,0.212363,0,1,1,1,-0.465631521822758,1,7059195.31,0.443697880913285,-0.231334880913285,"1982-93","Y2005"
"Cod","Q1",2005,7,"Herring",1,1,1,350,370,0.440681,0.440681,7059200,0,0,0,0,2,2,77,0.00397,0.00397,0,0,0,0,10,10,0.184877,0.00115624,0.183721,255013,8162.11,8162.11,8.06213,0.0011549,0,0.184877,0,1,1,1,5.40613155711638,1,7059195.31,0.0011562380188628,0.183720761981137,"1982-93","Y2005"
"Cod","Q1",2005,7,"Sprat",1,1,1,350,370,0.440681,0.440681,7059200,0,0,0,0,3,3,74,0.00353,0.00353,0,0,0,0,10,10,0.60276,0.555146,0.0476139,5519780,3918890,64372.2,3.30371,0.246959,0,0.0324833,0,1,1,1,0.0958123134341815,1,7059195.31,0.0091189147166407,0.0233643852833593,"1982-93","Y2005"
"Cod","Q1",2005,7,"Sprat",1,1,1,350,370,0.440681,0.440681,7059200,0,0,0,0,3,4,84,0.00516,0.00516,0,0,0,0,10,10,0,0,0,24249600,0,370911,2.96426,0,0,0.0446185,0,0,1,1,NA,1,7059195.31,0.0525429576193437,-0.00792445761934373,"1982-93","Y2005"
"Cod","Q1",2005,7,"Sprat",1,1,1,350,370,0.440681,0.440681,7059200,0,0,0,0,3,5,94,0.00723,0.00723,0,0,0,0,10,10,0,0,0,57725000,0,1075850,2.5778,0,0,0.162142,0,0,1,1,NA,1,7059195.31,0.152404056376788,0.00973794362321165,"1982-93","Y2005"
"Cod","Q1",2005,7,"Sprat",1,1,1,350,370,0.440681,0.440681,7059200,0,0,0,0,3,6,104,0.00979,0.00979,0,0,0,0,10,10,0,0,0,1.12e+08,0,2407750,2.1959,0,0,0.363516,0,0,1,1,NA,1,7059195.31,0.341079952355079,0.0224360476449206,"1982-93","Y2005"
"Cod","Q1",2005,8,"Other",1,1,1,400,431,0.696548,0.696548,13815300,0.787471,2.80832,0.0202218,0,0,0,-1,-1,-1,0,0,0,0,10,10,0.14087,0.280406,-0.139536,-1,3873900,3873900,3.8739,0.0529835,0,0.14087,1,1,1,1,-0.606200021331255,1,13815333.27,0.280405830557282,-0.139535830557282,"1982-93","Y2005"
"Cod","Q1",2005,8,"Herring",1,1,1,400,431,0.696548,0.696548,13815300,0.33374,2.80832,0.0202218,0,2,2,77,0.00397,0.00397,0,0,0,0,10,10,0.39559,0.118839,0.276751,255013,1641810,8853.27,8.74483,0.0274968,0,0.00388161,1,1,1,1,1.66896842890749,1,13815333.27,0.000640829274761318,0.00324078072523868,"1982-93","Y2005"
"Cod","Q1",2005,8,"Herring",1,1,1,400,431,0.696548,0.696548,13815300,0,2.80832,0.0202218,0,2,3,92,0.00677,0.00677,0,0,0,0,10,10,1e-08,0,0,834367,0,0,7.89661,0,0,1e-08,1,0,0,2,NA,1,13815333.27,0,1e-08,"1982-93","Y2005"
"Cod","Q1",2005,8,"Herring",1,1,1,400,431,0.696548,0.696548,13815300,0,2.80832,0.0202218,0,2,4,109,0.01127,0.01127,0,0,0,0,10,10,1e-08,0,0,5786910,0,0,6.5121,0,0,1e-08,1,0,0,2,NA,1,13815333.27,0,1e-08,"1982-93","Y2005"
"Cod","Q1",2005,8,"Herring",1,1,1,400,431,0.696548,0.696548,13815300,0,2.80832,0.0202218,0,2,5,129,0.01868,0.01868,0,0,0,0,10,10,0,0,0,9596630,0,879570,4.90654,0,0,0.00371066,1,0,1,1,NA,1,13815333.27,0.0636662165732901,-0.0599555565732901,"1982-93","Y2005"
"Cod","Q1",2005,8,"Herring",1,1,1,400,431,0.696548,0.696548,13815300,0,2.80832,0.0202218,0,2,6,149,0.02878,0.02878,0,0,0,0,10,10,0,0,0,7309200,0,753383,3.58142,0,0,0.387998,1,0,1,1,NA,1,13815333.27,0.0545323797317269,0.333465620268273,"1982-93","Y2005"
"Cod","Q1",2005,8,"Sprat",1,1,1,400,431,0.696548,0.696548,13815300,1.68711,2.80832,0.0202218,0,3,4,84,0.00516,0.00516,0,0,0,0,10,10,0.463539,0.600755,-0.137215,24249600,8299620,420015,3.35669,0.0629801,0,0.0186991,1,1,1,1,-0.546764006250844,1,13815333.27,0.0304020896051826,-0.0117029896051826,"1982-93","Y2005"
"Cod","Q1",2005,8,"Sprat",1,1,1,400,431,0.696548,0.696548,13815300,0,2.80832,0.0202218,0,3,5,94,0.00723,0.00723,0,0,0,0,10,10,0,0,0,57725000,0,1287650,3.08528,0,0,0.213159,1,0,1,1,NA,1,13815333.27,0.0932044109855918,0.119954589014408,"1982-93","Y2005"
"Cod","Q1",2005,8,"Sprat",1,1,1,400,431,0.696548,0.696548,13815300,0,2.80832,0.0202218,0,3,6,104,0.00979,0.00979,0,0,0,0,10,10,0,0,0,1.12e+08,0,3028800,2.76231,0,0,0.076128,1,0,1,1,NA,1,13815333.27,0.219234667800381,-0.143106667800381,"1982-93","Y2005"
"Cod","Q1",2005,8,"Sprat",1,1,1,400,431,0.696548,0.696548,13815300,0,2.80832,0.0202218,0,3,7,114,0.01289,0.01289,0,0,0,0,10,10,0,0,0,82632400,0,2586470,2.42831,0,0,0.103713,1,0,1,1,NA,1,13815333.27,0.187217343907043,-0.0835043439070428,"1982-93","Y2005"
"Cod","Q1",2005,8,"Sprat",1,1,1,400,431,0.696548,0.696548,13815300,0,2.80832,0.0202218,0,3,8,124,0.01659,0.01659,0,0,0,0,10,10,0,0,0,27945600,0,976692,2.10667,0,0,0.0518399,1,0,1,1,NA,1,13815333.27,0.0706962315647417,-0.0188563315647417,"1982-93","Y2005"
"Cod","Q1",2006,3,"Other",1,1,1,150,179,0.0498974,0.0498974,1139300,2.80832,2.80832,0,0,0,0,-1,-1,-1,0,0,0,0,10,10,1,1,0,-1,1139300,1139300,1.1393,0,0,1,1,1,1,1,NA,1,1139300,1,0,"1982-93","Y2006"
"Cod","Q1",2006,4,"Other",1,1,1,200,219,0.0913801,0.0913801,1971390,2.14934,2.80832,0.092433,0,0,0,-1,-1,-1,0,0,0,0,10,10,0.615204,0.765345,-0.150141,-1,1508800,1508800,1.5088,0.0471578,0,0.615204,1,1,1,1,-0.69138911201361,1,1971397,0.765345589954738,-0.150141589954738,"1982-93","Y2006"
"Cod","Q1",2006,4,"Sprat",1,1,1,200,219,0.0913801,0.0913801,1971390,0.658987,2.80832,0.092433,0,3,4,84,0.00516,0.00516,0,0,0,0,10,10,0.384796,0.234655,0.150141,34263200,462597,192750,1.09023,0.0471578,0,0.215517,1,1,1,1,0.69138911201361,1,1971397,0.0977733049203179,0.117743695079682,"1982-93","Y2006"
"Cod","Q1",2006,4,"Sprat",1,1,1,200,219,0.0913801,0.0913801,1971390,0,2.80832,0.092433,0,3,5,94,0.00723,0.00723,0,0,0,0,10,10,1e-08,0,0,38760700,0,0,0.783792,0,0,1e-08,1,0,0,2,NA,1,1971397,0,1e-08,"1982-93","Y2006"
