Year Quarter Species.n Age M1 M2 M F Z N N.bar C.hat C.obs west weca Yield Yield.core CWsum CWsum.core prop.landed prop.in propmat BIO SSB Lsea ration
2012 1 2 1 0.025 0.199918 0.0907 0.011548 0.236466 1.44404e+07 1.28601e+07 148508 165100 0.007354 0.008855 1461.96 1461.96 1461.96 1461.96 1 1 0 106195 0 109 0 
2012 1 2 2 0.025 0.0792666 0.0528 0.0296495 0.133916 4.13681e+06 3.87178e+06 114796 129800 0.02383 0.02383 3093.13 3093.13 3093.13 3093.13 1 1 0.7 98580.1 69006.1 158 0 
2012 1 2 3 0.025 0.0824498 0.0542 0.0449473 0.152397 4.44382e+06 4.12177e+06 185263 194600 0.02283 0.02283 4442.72 4442.72 4442.72 4442.72 1 1 0.9 101452 91307.1 156 0 
2012 1 2 4 0.025 0.062888 0.0488 0.0610895 0.148978 3.75933e+06 3.49271e+06 213368 255300 0.030325 0.030325 7741.97 7741.97 7741.97 7741.97 1 1 1 114002 114002 171 0 
2012 1 2 5 0.025 0.0482439 0.0435 0.0871682 0.160412 3.44103e+06 3.17923e+06 277128 304800 0.037671 0.037671 11482.1 11482.1 11482.1 11482.1 1 1 1 129627 129627 183 0 
2012 1 2 6 0.025 0.0423504 0.042 0.0871682 0.154519 1.17351e+06 1.08734e+06 94781.3 105600 0.042641 0.042641 4502.89 4502.89 4502.89 4502.89 1 1 1 50039.5 50039.5 191 0 
2012 1 2 7 0.025 0.0354379 0.0398 0.0871682 0.147606 821506 763753 66575 68200 0.050166 0.050166 3421.32 3421.32 3421.32 3421.32 1 1 1 41211.7 41211.7 201 0 
2012 1 2 8 0.025 0.0317999 0.0372 0.0871682 0.143968 1.02041e+06 950361 82841.3 81700 0.05518 0.05518 4508.21 4508.21 4508.21 4508.21 1 1 1 56306.4 56306.4 207 0 
2012 2 2 1 0.025 0.0326666 0.0907 0.00557302 0.0632396 1.13994e+07 1.10465e+07 61562.2 27500 0.012356 0.011347 312.042 312.042 312.042 312.042 1 1 0 140851 0 128 0 
2012 2 2 2 0.025 0.0141209 0.0528 0.0175682 0.0566891 3.61831e+06 3.51767e+06 61799.1 93300 0.030139 0.030139 2811.97 2811.97 2811.97 2811.97 1 1 0.7 109052 76336.7 171 0 
2012 2 2 3 0.025 0.0152416 0.0542 0.0312185 0.0714601 3.81567e+06 3.68253e+06 114963 136600 0.027938 0.027938 3816.33 3816.33 3816.33 3816.33 1 1 0.9 106602 95942 167 0 
2012 2 2 4 0.025 0.0137598 0.0488 0.0424302 0.08119 3.239e+06 3.111e+06 132000 142900 0.030913 0.030913 4417.47 4417.47 4417.47 4417.47 1 1 1 100127 100127 172 0 
2012 2 2 5 0.025 0.00980631 0.0435 0.0605434 0.0953497 2.93105e+06 2.79565e+06 169258 154900 0.040507 0.040507 6274.53 6274.53 6274.53 6274.53 1 1 1 118728 118728 188 0 
2012 2 2 6 0.025 0.00920789 0.042 0.0605434 0.0947513 1.00549e+06 959327 58080.9 57300 0.04294 0.04294 2460.46 2460.46 2460.46 2460.46 1 1 1 43175.9 43175.9 191 0 
2012 2 2 7 0.025 0.00899426 0.0398 0.0605434 0.0945377 708771 676300 40945.5 38200 0.043873 0.043873 1675.95 1675.95 1675.95 1675.95 1 1 1 31095.9 31095.9 192 0 
2012 2 2 8 0.025 0.00676262 0.0372 0.0605434 0.092306 883591 844037 51100.9 67200 0.056407 0.056407 3790.55 3790.55 3790.55 3790.55 1 1 1 49840.7 49840.7 208 0 
2012 3 2 0 0.025 0.0623853 0.05 0 0.0873853 2.03398e+07 1.94764e+07 0 5800 0.005015 0.005919 34.3302 34.3302 34.3302 34.3302 1 1 0 102004 0 96 0 
2012 3 2 1 0.025 0.0218645 0.0907 0.00308831 0.0499528 1.07009e+07 1.0438e+07 32235.8 23300 0.017357 0.027316 636.463 636.463 636.463 636.463 1 1 0 185735 0 143 0 
2012 3 2 2 0.025 0.00651335 0.0528 0.00456803 0.0360814 3.4189e+06 3.35796e+06 15339.3 23600 0.049867 0.049867 1176.86 1176.86 1176.86 1176.86 1 1 0.7 170490 119343 200 0 
2012 3 2 3 0.025 0.00701287 0.0542 0.0106765 0.0426894 3.55252e+06 3.47776e+06 37130.4 23400 0.046778 0.046778 1094.61 1094.61 1094.61 1094.61 1 1 0.9 166180 149562 196 0 
2012 3 2 4 0.025 0.00678452 0.0488 0.0145109 0.0462954 2.98641e+06 2.91834e+06 42347.6 45500 0.048144 0.048144 2190.55 2190.55 2190.55 2190.55 1 1 1 143778 143778 198 0 
2012 3 2 5 0.025 0.00607899 0.0435 0.0207055 0.0517844 2.66448e+06 2.59667e+06 53765.2 80300 0.052885 0.052885 4246.67 4246.67 4246.67 4246.67 1 1 1 140911 140911 204 0 
2012 3 2 6 0.025 0.00600636 0.042 0.0207055 0.0517118 914596 891351 18455.8 35600 0.053424 0.053424 1901.89 1901.89 1901.89 1901.89 1 1 1 48861.4 48861.4 205 0 
2012 3 2 7 0.025 0.0047962 0.0398 0.0207055 0.0505016 644836 628824 13020.1 18400 0.059048 0.059048 1086.48 1086.48 1086.48 1086.48 1 1 1 38076.3 38076.3 212 0 
2012 3 2 8 0.025 0.00411769 0.0372 0.0207055 0.0498231 805681 785940 16273.2 15900 0.067132 0.067132 1067.4 1067.4 1067.4 1067.4 1 1 1 54087 54087 220 0 
2012 4 2 0 0.025 0.153777 0.05 0 0.178777 1.86378e+07 1.70668e+07 0 43900 0.005727 0.008004 351.376 351.376 351.376 351.376 1 1 0 106739 0 101 0 
2012 4 2 1 0.025 0.0735687 0.0907 0.0180367 0.116605 1.01795e+07 9.60837e+06 173304 115800 0.014997 0.019891 2303.38 2303.38 2303.38 2303.38 1 1 0 152661 0 137 0 
2012 4 2 2 0.025 0.0359265 0.0528 0.026873 0.0877994 3.29774e+06 3.15712e+06 84841.2 68300 0.030506 0.030506 2083.56 2083.56 2083.56 2083.56 1 1 0.7 100601 70420.6 171 0 
2012 4 2 3 0.025 0.0375322 0.0542 0.0300379 0.0925701 3.40405e+06 3.25125e+06 97660.8 56400 0.02928 0.02928 1651.39 1651.39 1651.39 1651.39 1 1 0.9 99670.7 89703.6 169 0 
2012 4 2 4 0.025 0.0264113 0.0488 0.0408256 0.0922369 2.85131e+06 2.72376e+06 111199 61100 0.037331 0.037331 2280.92 2280.92 2280.92 2280.92 1 1 1 106442 106442 183 0 
2012 4 2 5 0.025 0.0200461 0.0435 0.0582538 0.1033 2.53002e+06 2.40373e+06 140026 81800 0.047815 0.047815 3911.27 3911.27 3911.27 3911.27 1 1 1 120973 120973 198 0 
2012 4 2 6 0.025 0.0173933 0.042 0.0582538 0.100647 868503 826227 48130.9 26900 0.053974 0.053974 1451.9 1451.9 1451.9 1451.9 1 1 1 46876.6 46876.6 206 0 
2012 4 2 7 0.025 0.0145581 0.0398 0.0582538 0.0978119 613079 584050 34023.1 28900 0.057826 0.057826 1671.17 1671.17 1671.17 1671.17 1 1 1 35451.9 35451.9 210 0 
2012 4 2 8 0.025 0.0110082 0.0372 0.0582538 0.0942621 766523 731505 42613 34700 0.072923 0.072923 2530.43 2530.43 2530.43 2530.43 1 1 1 55897.2 55897.2 226 0 
2013 1 2 1 0.025 0.181009 0.0887 0.0105621 0.216571 1.55867e+07 1.40144e+07 148022 155400 0.007224 0.007677 1193.01 1193.01 1193.01 1193.01 1 1 0 112598 0 108 0 
2013 1 2 2 0.025 0.0787368 0.0578 0.0271182 0.130855 9.05906e+06 8.49138e+06 230271 378400 0.019196 0.019196 7263.77 7263.77 7263.77 7263.77 1 1 0.7 173898 121728 148 0 
2013 1 2 3 0.025 0.0406714 0.0452 0.0411099 0.106781 3.02055e+06 2.86487e+06 117775 107000 0.034136 0.034136 3652.55 3652.55 3652.55 3652.55 1 1 0.9 103109 92798.5 178 0 
2013 1 2 4 0.025 0.0481731 0.047 0.055874 0.129047 3.10309e+06 2.91121e+06 162661 201500 0.031293 0.031293 6305.54 6305.54 6305.54 6305.54 1 1 1 97104.8 97104.8 173 0 
2013 1 2 5 0.025 0.0373853 0.0423 0.0797262 0.142111 2.60008e+06 2.42378e+06 193239 254000 0.036935 0.036935 9381.49 9381.49 9381.49 9381.49 1 1 1 96033.9 96033.9 182 0 
2013 1 2 6 0.025 0.0301083 0.039 0.0797262 0.134835 2.28171e+06 2.13457e+06 170181 215800 0.044871 0.044871 9683.16 9683.16 9683.16 9683.16 1 1 1 102383 102383 194 0 
2013 1 2 7 0.025 0.0273945 0.0382 0.0797262 0.132121 785345 735677 58652.7 69600 0.048692 0.048692 3388.96 3388.96 3388.96 3388.96 1 1 1 38240 38240 199 0 
2013 1 2 8 0.025 0.0240952 0.0365 0.0797262 0.128821 1.25352e+06 1.17614e+06 93769.2 90400 0.054257 0.054257 4904.83 4904.83 4904.83 4904.83 1 1 1 68012.4 68012.4 206 0 
2013 2 2 1 0.025 0.0310951 0.0887 0.00509722 0.0611923 1.25516e+07 1.21753e+07 62060 48800 0.012327 0.007811 381.177 381.177 381.177 381.177 1 1 0 154723 0 128 0 
2013 2 2 2 0.025 0.0165117 0.0578 0.0160683 0.05758 7.94792e+06 7.72343e+06 124103 134000 0.02306 0.02306 3090.04 3090.04 3090.04 3090.04 1 1 0.7 183279 128295 157 0 
2013 2 2 3 0.025 0.00903303 0.0452 0.0285532 0.0625863 2.71463e+06 2.63143e+06 75135.8 94700 0.037364 0.037364 3538.37 3538.37 3538.37 3538.37 1 1 0.9 101430 91286.6 183 0 
2013 2 2 4 0.025 0.0103663 0.047 0.0388077 0.074174 2.7274e+06 2.62871e+06 102014 140300 0.0329 0.0329 4615.87 4615.87 4615.87 4615.87 1 1 1 89731.5 89731.5 176 0 
2013 2 2 5 0.025 0.00899638 0.0423 0.0553745 0.0893709 2.25563e+06 2.15777e+06 119486 113400 0.037502 0.037502 4252.73 4252.73 4252.73 4252.73 1 1 1 84590.7 84590.7 183 0 
2013 2 2 6 0.025 0.0065177 0.039 0.0553745 0.0868922 1.9939e+06 1.90973e+06 105750 81300 0.049662 0.049662 4037.52 4037.52 4037.52 4037.52 1 1 1 99020.9 99020.9 200 0 
2013 2 2 7 0.025 0.0065895 0.0382 0.0553745 0.086964 688147 659074 36495.9 55500 0.049207 0.049207 2730.99 2730.99 2730.99 2730.99 1 1 1 33861.7 33861.7 200 0 
2013 2 2 8 0.025 0.00558792 0.0365 0.0553745 0.0859624 1.10201e+06 1.05597e+06 58474 69100 0.056387 0.056387 3896.34 3896.34 3896.34 3896.34 1 1 1 62139.1 62139.1 208 0 
2013 3 2 0 0.025 0.0667223 0.05 0 0.0917223 1.5059e+07 1.43891e+07 0 9500 0.005047 0.005375 51.0625 51.0625 51.0625 51.0625 1 1 0 76002.9 0 97 0 
2013 3 2 1 0.025 0.0217242 0.0887 0.00282465 0.0495488 1.18065e+07 1.15188e+07 32536.6 36200 0.017431 0.015752 570.222 570.222 570.222 570.222 1 1 0 205800 0 143 0 
2013 3 2 2 0.025 0.00949708 0.0578 0.00417804 0.0386751 7.50321e+06 7.35997e+06 30750.2 26800 0.033037 0.033037 885.392 885.392 885.392 885.392 1 1 0.7 247884 173518 176 0 
2013 3 2 3 0.025 0.00578617 0.0452 0.00976503 0.0405512 2.54994e+06 2.49893e+06 24402.1 14800 0.050551 0.050551 748.155 748.155 748.155 748.155 1 1 0.9 128902 116012 201 0 
2013 3 2 4 0.025 0.00663787 0.047 0.013272 0.0449099 2.53242e+06 2.4764e+06 32866.7 19200 0.045143 0.045143 866.746 866.746 866.746 866.746 1 1 1 114321 114321 194 0 
2013 3 2 5 0.025 0.00615579 0.0423 0.0189377 0.0500935 2.06279e+06 2.01197e+06 38102.2 58200 0.048056 0.048056 2796.86 2796.86 2796.86 2796.86 1 1 1 99129.4 99129.4 198 0 
2013 3 2 6 0.025 0.0049456 0.039 0.0189377 0.0488833 1.82796e+06 1.784e+06 33784.8 71400 0.05731 0.05731 4091.93 4091.93 4091.93 4091.93 1 1 1 104760 104760 209 0 
2013 3 2 7 0.025 0.00516652 0.0382 0.0189377 0.0491042 630832 615594 11657.9 37400 0.055364 0.055364 2070.61 2070.61 2070.61 2070.61 1 1 1 34925.4 34925.4 207 0 
2013 3 2 8 0.025 0.00378531 0.0365 0.0189377 0.047723 1.01124e+06 987486 18700.7 45200 0.062904 0.062904 2843.26 2843.26 2843.26 2843.26 1 1 1 63610.8 63610.8 216 0 
2013 4 2 0 0.025 0.165431 0.05 0 0.190431 1.37392e+07 1.25103e+07 0 56900 0.005712 0.006728 382.823 382.823 382.823 382.823 1 1 0 78478.5 0 100 0 
2013 4 2 1 0.025 0.075317 0.0887 0.0164968 0.116814 1.12358e+07 1.06044e+07 174939 229900 0.015095 0.015119 3475.86 3475.86 3475.86 3475.86 1 1 0 169604 0 137 0 
2013 4 2 2 0.025 0.0517013 0.0578 0.0245787 0.10128 7.21856e+06 6.86505e+06 168734 116200 0.02158 0.02158 2507.6 2507.6 2507.6 2507.6 1 1 0.7 155777 109044 153 0 
2013 4 2 3 0.025 0.0408852 0.0452 0.0274734 0.0933586 2.44861e+06 2.33778e+06 64227 43600 0.026933 0.026933 1174.28 1174.28 1174.28 1174.28 1 1 0.9 65948.4 59353.5 165 0 
2013 4 2 4 0.025 0.0360779 0.047 0.0373401 0.098418 2.42121e+06 2.30588e+06 86101.7 49400 0.030153 0.030153 1489.56 1489.56 1489.56 1489.56 1 1 1 73006.6 73006.6 171 0 
2013 4 2 5 0.025 0.0245755 0.0423 0.0532804 0.102856 1.962e+06 1.86447e+06 99339.8 41900 0.038553 0.038553 1615.37 1615.37 1615.37 1615.37 1 1 1 75641.1 75641.1 185 0 
2013 4 2 6 0.025 0.0211387 0.039 0.0532804 0.0994191 1.74075e+06 1.65702e+06 88286.4 35100 0.043903 0.043903 1541 1541 1541 1541 1 1 1 76424.1 76424.1 192 0 
2013 4 2 7 0.025 0.0174123 0.0382 0.0532804 0.0956927 600603 572762 30517 10400 0.051568 0.051568 536.307 536.307 536.307 536.307 1 1 1 30971.9 30971.9 203 0 
2013 4 2 8 0.025 0.0164011 0.0365 0.0532804 0.0946815 964110 919876 49011.3 19000 0.054121 0.054121 1028.3 1028.3 1028.3 1028.3 1 1 1 52178.6 52178.6 206 0 
2014 1 2 1 0.025 0.201495 0.0882 0.0128355 0.239331 1.13569e+07 1.01001e+07 129640 159800 0.007088 0.007169 1145.61 1145.61 1145.61 1145.61 1 1 0 80497.7 0 108 0 
2014 1 2 2 0.025 0.0951855 0.0585 0.0329552 0.153141 9.99706e+06 9.26921e+06 305468 463800 0.017062 0.017062 7913.36 7913.36 7913.36 7913.36 1 1 0.7 170570 119399 142 0 
2014 1 2 3 0.025 0.0570878 0.049 0.0499585 0.132046 6.52327e+06 6.11093e+06 305293 529800 0.028279 0.028279 14982.2 14982.2 14982.2 14982.2 1 1 0.9 184472 166024 167 0 
2014 1 2 4 0.025 0.03888 0.0412 0.0679004 0.13178 2.23036e+06 2.08965e+06 141888 207100 0.037169 0.037169 7697.7 7697.7 7697.7 7697.7 1 1 1 82900.1 82900.1 182 0 
2014 1 2 5 0.025 0.0447805 0.0428 0.0968866 0.166667 2.19427e+06 2.02116e+06 195823 256800 0.032713 0.032713 8400.7 8400.7 8400.7 8400.7 1 1 1 71781 71781 175 0 
2014 1 2 6 0.025 0.033162 0.039 0.0968866 0.155049 1.77023e+06 1.63982e+06 158877 212100 0.042687 0.042687 9053.91 9053.91 9053.91 9053.91 1 1 1 75565.8 75565.8 191 0 
2014 1 2 7 0.025 0.030509 0.0375 0.0968866 0.152396 1.57601e+06 1.4618e+06 141629 142600 0.045805 0.045805 6531.79 6531.79 6531.79 6531.79 1 1 1 72189.2 72189.2 195 0 
2014 1 2 8 0.025 0.026759 0.036 0.0968866 0.148646 1.42281e+06 1.32211e+06 128095 119700 0.051042 0.051042 6109.73 6109.73 6109.73 6109.73 1 1 1 72623 72623 202 0 
2014 2 2 1 0.025 0.0347377 0.0882 0.00619436 0.065932 8.93963e+06 8.6513e+06 53589.2 129500 0.012278 0.007876 1019.94 1019.94 1019.94 1019.94 1 1 0 109761 0 128 0 
2014 2 2 2 0.025 0.0210335 0.0585 0.0195269 0.0655603 8.57757e+06 8.30244e+06 162121 178700 0.020394 0.020394 3644.41 3644.41 3644.41 3644.41 1 1 0.7 174931 122452 151 0 
2014 2 2 3 0.025 0.0154904 0.049 0.0346991 0.0751895 5.71634e+06 5.50673e+06 191078 233500 0.027377 0.027377 6392.53 6392.53 6392.53 6392.53 1 1 0.9 156496 140847 166 0 
2014 2 2 4 0.025 0.00942945 0.0412 0.0471607 0.0815902 1.95498e+06 1.87735e+06 88537.4 84900 0.039768 0.039768 3376.3 3376.3 3376.3 3376.3 1 1 1 77745.7 77745.7 186 0 
2014 2 2 5 0.025 0.0115698 0.0428 0.0672934 0.103863 1.85741e+06 1.7642e+06 118719 130900 0.033166 0.033166 4341.43 4341.43 4341.43 4341.43 1 1 1 61602.7 61602.7 176 0 
2014 2 2 6 0.025 0.00928008 0.039 0.0672934 0.101573 1.51598e+06 1.44153e+06 97005.3 104200 0.04032 0.04032 4201.34 4201.34 4201.34 4201.34 1 1 1 61124.2 61124.2 187 0 
2014 2 2 7 0.025 0.00786313 0.0375 0.0672934 0.100156 1.35324e+06 1.28768e+06 86652.2 67700 0.046381 0.046381 3139.99 3139.99 3139.99 3139.99 1 1 1 62764.6 62764.6 196 0 
2014 2 2 8 0.025 0.00631703 0.036 0.0672934 0.0986104 1.22628e+06 1.16776e+06 78582.5 72500 0.055383 0.055383 4015.27 4015.27 4015.27 4015.27 1 1 1 67915.2 67915.2 207 0 
2014 3 2 0 0.025 0.0493606 0.05 0 0.0743606 3.81003e+07 3.67182e+07 0 23600 0.005089 0.00368 86.848 86.848 86.848 86.848 1 1 0 193893 0 97 0 
2014 3 2 1 0.025 0.0170443 0.0882 0.00343263 0.045477 8.36923e+06 8.18178e+06 28085 31900 0.017468 0.021847 696.919 696.919 696.919 696.919 1 1 0 146194 0 143 0 
2014 3 2 2 0.025 0.0066748 0.0585 0.00507732 0.0367521 8.03326e+06 7.88743e+06 40047 19600 0.037521 0.037521 735.412 735.412 735.412 735.412 1 1 0.7 301416 210991 183 0 
2014 3 2 3 0.025 0.0056677 0.049 0.0118669 0.0425346 5.3023e+06 5.19111e+06 61602.2 41600 0.04312 0.04312 1793.79 1793.79 1793.79 1793.79 1 1 0.9 228635 205772 191 0 
2014 3 2 4 0.025 0.00417313 0.0412 0.0161287 0.0453018 1.80181e+06 1.7616e+06 28412.3 20300 0.05522 0.05522 1120.97 1120.97 1120.97 1120.97 1 1 1 99495.8 99495.8 207 0 
2014 3 2 5 0.025 0.00466412 0.0428 0.0230139 0.052678 1.67417e+06 1.63084e+06 37532 21900 0.050565 0.050565 1107.37 1107.37 1107.37 1107.37 1 1 1 84654.4 84654.4 201 0 
2014 3 2 6 0.025 0.00402376 0.039 0.0230139 0.0520377 1.36956e+06 1.33453e+06 30712.8 28900 0.056813 0.056813 1641.9 1641.9 1641.9 1641.9 1 1 1 77808.7 77808.7 209 0 
2014 3 2 7 0.025 0.0030807 0.0375 0.0230139 0.0510946 1.22427e+06 1.19352e+06 27467.5 27800 0.0625 0.0625 1737.5 1737.5 1737.5 1737.5 1 1 1 76516.9 76516.9 215 0 
2014 3 2 8 0.025 0.00285347 0.036 0.0230139 0.0508674 1.11113e+06 1.08334e+06 24931.9 23700 0.066389 0.066389 1573.42 1573.42 1573.42 1573.42 1 1 1 73766.8 73766.8 220 0 
2014 4 2 0 0.025 0.127638 0.05 0 0.152638 3.53699e+07 3.28028e+07 0 200000 0.005701 0.003657 731.4 731.4 731.4 731.4 1 1 0 201644 0 100 0 
2014 4 2 1 0.025 0.0594612 0.0882 0.0200476 0.104509 7.99715e+06 7.59345e+06 152231 149000 0.015199 0.019195 2860.05 2860.05 2860.05 2860.05 1 1 0 121549 0 137 0 
2014 4 2 2 0.025 0.0391892 0.0585 0.0298691 0.0940582 7.74338e+06 7.39037e+06 220743 240500 0.022921 0.022921 5512.5 5512.5 5512.5 5512.5 1 1 0.7 177486 124240 156 0 
2014 4 2 3 0.025 0.0310679 0.049 0.0333869 0.0894547 5.08149e+06 4.86084e+06 162288 198900 0.028507 0.028507 5670.04 5670.04 5670.04 5670.04 1 1 0.9 144858 130372 168 0 
2014 4 2 4 0.025 0.0232173 0.0412 0.0453773 0.0935945 1.722e+06 1.64388e+06 74594.5 73100 0.034389 0.034389 2513.84 2513.84 2513.84 2513.84 1 1 1 59218 59218 178 0 
2014 4 2 5 0.025 0.0213042 0.0428 0.0647485 0.111053 1.58826e+06 1.50325e+06 97333 78700 0.037127 0.037127 2921.89 2921.89 2921.89 2921.89 1 1 1 58967.4 58967.4 182 0 
2014 4 2 6 0.025 0.0154826 0.039 0.0647485 0.105231 1.30011e+06 1.23404e+06 79902.5 64700 0.048674 0.048674 3149.21 3149.21 3149.21 3149.21 1 1 1 63281.6 63281.6 199 0 
2014 4 2 7 0.025 0.0139381 0.0375 0.0647485 0.103687 1.16329e+06 1.10501e+06 71547.8 47100 0.052993 0.052993 2495.97 2495.97 2495.97 2495.97 1 1 1 61646.1 61646.1 204 0 
2014 4 2 8 0.025 0.0133191 0.036 0.0647485 0.103068 1.05602e+06 1.00342e+06 64970.3 35000 0.054945 0.054945 1923.08 1923.08 1923.08 1923.08 1 1 1 58023.2 58023.2 207 0 
2015 1 2 1 0.025 0.145891 0.0745 0.0187375 0.189629 3.0363e+07 2.76578e+07 518238 973000 0.006942 0.00437 4252.01 4252.01 4252.01 4252.01 1 1 0 210780 0 107 0 
2015 1 2 2 0.025 0.0687984 0.0508 0.0481085 0.141907 7.20357e+06 6.71579e+06 323087 318900 0.017721 0.017721 5651.23 5651.23 5651.23 5651.23 1 1 0.7 127654 89358.1 144 0 
2015 1 2 3 0.025 0.0462958 0.0462 0.0729303 0.144226 7.04825e+06 6.56356e+06 478682 560900 0.02658 0.02658 14908.7 14908.7 14908.7 14908.7 1 1 0.9 187343 168608 164 0 
2015 1 2 4 0.025 0.0380684 0.0418 0.0991221 0.16219 4.64667e+06 4.28942e+06 425176 670700 0.031916 0.031916 21406.1 21406.1 21406.1 21406.1 1 1 1 148303 148303 174 0 
2015 1 2 5 0.025 0.0288636 0.0388 0.141437 0.1953 1.56815e+06 1.42452e+06 201479 169300 0.03904 0.03904 6609.47 6609.47 6609.47 6609.47 1 1 1 61220.4 61220.4 185 0 
2015 1 2 6 0.025 0.0272692 0.0388 0.141437 0.193706 1.42132e+06 1.29214e+06 182756 171400 0.041032 0.041032 7032.88 7032.88 7032.88 7032.88 1 1 1 58319.7 58319.7 188 0 
2015 1 2 7 0.025 0.0214798 0.037 0.141437 0.187917 1.17025e+06 1.06687e+06 150895 160800 0.050201 0.050201 8072.32 8072.32 8072.32 8072.32 1 1 1 58747.8 58747.8 201 0 
2015 1 2 8 0.025 0.0213999 0.0355 0.141437 0.187837 2.00131e+06 1.82459e+06 258064 213000 0.050355 0.050355 10725.6 10725.6 10725.6 10725.6 1 1 1 100776 100776 201 0 
2015 2 2 1 0.025 0.0210792 0.0745 0.00904262 0.0551218 2.51183e+07 2.44385e+07 220988 119300 0.0122 0.008792 1048.89 1048.89 1048.89 1048.89 1 1 0 306443 0 128 0 
2015 2 2 2 0.025 0.0126067 0.0508 0.0285057 0.0661124 6.25055e+06 6.04841e+06 172414 199300 0.021118 0.021118 4208.82 4208.82 4208.82 4208.82 1 1 0.7 131999 92399.4 152 0 
2015 2 2 3 0.025 0.0104458 0.0462 0.0506543 0.0861002 6.10162e+06 5.84632e+06 296141 298200 0.025502 0.025502 7604.7 7604.7 7604.7 7604.7 1 1 0.9 155603 140043 162 0 
2015 2 2 4 0.025 0.00726869 0.0418 0.0688461 0.101115 3.95097e+06 3.75778e+06 258708 216700 0.034002 0.034002 7368.23 7368.23 7368.23 7368.23 1 1 1 134341 134341 177 0 
2015 2 2 5 0.025 0.00567041 0.0388 0.098236 0.128906 1.28994e+06 1.21026e+06 118891 84600 0.042426 0.042426 3589.24 3589.24 3589.24 3589.24 1 1 1 54726.9 54726.9 190 0 
2015 2 2 6 0.025 0.00595121 0.0388 0.098236 0.129187 1.17103e+06 1.09854e+06 107916 96400 0.040682 0.040682 3921.74 3921.74 3921.74 3921.74 1 1 1 47639.7 47639.7 188 0 
2015 2 2 7 0.025 0.00506731 0.037 0.098236 0.128303 969769 910134 89407.9 88600 0.04669 0.04669 4136.73 4136.73 4136.73 4136.73 1 1 1 45278.5 45278.5 196 0 
2015 2 2 8 0.025 0.00434242 0.0355 0.098236 0.127578 1.65859e+06 1.55715e+06 152968 116700 0.053038 0.053038 6189.53 6189.53 6189.53 6189.53 1 1 1 87968.3 87968.3 204 0 
2015 3 2 0 0.025 0.0445131 0.05 0 0.0695131 1.30668e+07 1.2623e+07 0 3200 0.005139 0.005684 18.1888 18.1888 18.1888 18.1888 1 1 0 67150.4 0 97 0 
2015 3 2 1 0.025 0.0160773 0.0745 0.00501101 0.0460883 2.37712e+07 2.32317e+07 116414 53200 0.017457 0.015582 828.962 828.962 828.962 828.962 1 1 0 414973 0 143 0 
2015 3 2 2 0.025 0.00725455 0.0508 0.00741196 0.0396665 5.85068e+06 5.73616e+06 42516.2 41000 0.034018 0.034018 1394.74 1394.74 1394.74 1394.74 1 1 0.7 199028 139320 177 0 
2015 3 2 3 0.025 0.00685748 0.0462 0.0173234 0.0491809 5.59825e+06 5.46281e+06 94634.8 67400 0.035779 0.035779 2411.5 2411.5 2411.5 2411.5 1 1 0.9 200300 180270 180 0 
2015 3 2 4 0.025 0.00596502 0.0418 0.0235449 0.0545099 3.571e+06 3.47542e+06 81828.4 77000 0.040419 0.040419 3112.26 3112.26 3112.26 3112.26 1 1 1 144336 144336 187 0 
2015 3 2 5 0.025 0.0051751 0.0388 0.0335961 0.0637712 1.13393e+06 1.09853e+06 36906.2 26600 0.045576 0.045576 1212.32 1212.32 1212.32 1212.32 1 1 1 51679.9 51679.9 195 0 
2015 3 2 6 0.025 0.00561322 0.0388 0.0335961 0.0642093 1.02911e+06 996766 33487.4 29000 0.042571 0.042571 1234.56 1234.56 1234.56 1234.56 1 1 1 43810.2 43810.2 191 0 
2015 3 2 7 0.025 0.00502128 0.037 0.0335961 0.0636174 852995 826429 27764.8 40700 0.04673 0.04673 1901.91 1901.91 1901.91 1901.91 1 1 1 39860.5 39860.5 196 0 
2015 3 2 8 0.025 0.0039698 0.0355 0.0335961 0.0625659 1.45993e+06 1.4152e+06 47545.1 52900 0.056465 0.056465 2987 2987 2987 2987 1 1 1 82435 82435 209 0 
2015 4 2 0 0.025 0.115907 0.05 0 0.140907 1.21894e+07 1.13695e+07 0 89900 0.005692 0.006115 549.738 549.738 549.738 549.738 1 1 0 69381.8 0 100 0 
2015 4 2 1 0.025 0.0552782 0.0745 0.0292659 0.109544 2.27005e+07 2.15013e+07 629254 270300 0.015304 0.014716 3977.73 3977.73 3977.73 3977.73 1 1 0 347408 0 138 0 
2015 4 2 2 0.025 0.0322444 0.0508 0.0436034 0.100848 5.62314e+06 5.3489e+06 233230 185800 0.026301 0.026301 4886.73 4886.73 4886.73 4886.73 1 1 0.7 147894 103526 163 0 
2015 4 2 3 0.025 0.0304376 0.0462 0.0487387 0.104176 5.32958e+06 5.06137e+06 246684 338300 0.027777 0.027777 9396.96 9396.96 9396.96 9396.96 1 1 0.9 148040 133236 166 0 
2015 4 2 4 0.025 0.0234515 0.0418 0.0662425 0.114694 3.38155e+06 3.19484e+06 211634 288500 0.033039 0.033039 9531.75 9531.75 9531.75 9531.75 1 1 1 111723 111723 176 0 
